Energy (MeV),Be7_Flux (cm^{-2} s^{-1}),pep_Flux (cm^{-2} s^{-1})
1.155000e+00,1.209708e+03,9.979632e+01
1.156000e+00,1.075708e+03,1.118246e+02
1.157000e+00,9.561683e+02,1.252525e+02
1.158000e+00,8.495730e+02,1.402367e+02
1.159000e+00,7.545593e+02,1.569506e+02
1.160000e+00,6.699037e+02,1.755864e+02
1.161000e+00,5.945079e+02,1.963564e+02
1.162000e+00,5.273866e+02,2.194954e+02
1.163000e+00,4.676564e+02,2.452631e+02
1.164000e+00,4.145253e+02,2.739461e+02
1.165000e+00,3.672835e+02,3.058612e+02
1.166000e+00,3.252955e+02,3.413579e+02
1.167000e+00,2.879924e+02,3.808217e+02
1.168000e+00,2.548650e+02,4.246781e+02
1.169000e+00,2.254580e+02,4.733956e+02
1.170000e+00,1.993643e+02,5.274908e+02
1.171000e+00,1.762201e+02,5.875324e+02
1.172000e+00,1.557004e+02,6.541465e+02
1.173000e+00,1.375151e+02,7.280221e+02
1.174000e+00,1.214052e+02,8.099167e+02
1.175000e+00,1.071397e+02,9.006632e+02
1.176000e+00,9.451267e+01,1.001177e+03
1.177000e+00,8.334044e+01,1.112463e+03
1.178000e+00,7.345948e+01,1.235624e+03
1.179000e+00,6.472412e+01,1.371872e+03
1.180000e+00,5.700471e+01,1.522534e+03
1.181000e+00,5.018589e+01,1.689067e+03
1.182000e+00,4.416506e+01,1.873065e+03
1.183000e+00,3.885100e+01,2.076276e+03
1.184000e+00,3.416268e+01,2.300614e+03
1.185000e+00,3.002811e+01,2.548172e+03
1.186000e+00,2.638337e+01,2.821239e+03
1.187000e+00,2.317175e+01,3.122319e+03
1.188000e+00,2.034294e+01,3.454149e+03
1.189000e+00,1.785233e+01,3.819716e+03
1.190000e+00,1.566038e+01,4.222283e+03
1.191000e+00,1.373207e+01,4.665412e+03
1.192000e+00,1.203638e+01,5.152985e+03
1.193000e+00,1.054587e+01,5.689237e+03
1.194000e+00,9.236231e+00,6.278782e+03
1.195000e+00,8.085998e+00,6.926649e+03
1.196000e+00,7.076178e+00,7.638308e+03
1.197000e+00,6.189993e+00,8.419716e+03
1.198000e+00,5.412624e+00,9.277351e+03
1.199000e+00,4.730987e+00,1.021826e+04
1.200000e+00,4.133539e+00,1.125009e+04
1.201000e+00,3.610094e+00,1.238116e+04
1.202000e+00,3.151675e+00,1.362050e+04
1.203000e+00,2.750366e+00,1.497790e+04
1.204000e+00,2.399197e+00,1.646400e+04
1.205000e+00,2.092028e+00,1.809030e+04
1.206000e+00,1.823457e+00,1.986930e+04
1.207000e+00,1.588728e+00,2.181453e+04
1.208000e+00,1.383662e+00,2.394061e+04
1.209000e+00,1.204584e+00,2.626339e+04
1.210000e+00,1.048262e+00,2.880002e+04
1.211000e+00,9.118625e-01,3.156901e+04
1.212000e+00,7.928937e-01,3.459040e+04
1.213000e+00,6.891708e-01,3.788579e+04
1.214000e+00,5.987770e-01,4.147854e+04
1.215000e+00,5.200314e-01,4.539382e+04
1.216000e+00,4.514611e-01,4.965882e+04
1.217000e+00,3.917756e-01,5.430282e+04
1.218000e+00,3.398449e-01,5.935736e+04
1.219000e+00,2.946798e-01,6.485643e+04
1.220000e+00,2.554149e-01,7.083662e+04
1.221000e+00,2.212934e-01,7.733728e+04
1.222000e+00,1.916535e-01,8.440073e+04
1.223000e+00,1.659173e-01,9.207248e+04
1.224000e+00,1.435795e-01,1.004014e+05
1.225000e+00,1.241995e-01,1.094400e+05
1.226000e+00,1.073924e-01,1.192445e+05
1.227000e+00,9.282251e-02,1.298755e+05
1.228000e+00,8.019725e-02,1.413976e+05
1.229000e+00,6.926150e-02,1.538805e+05
1.230000e+00,5.979304e-02,1.673983e+05
1.231000e+00,5.159832e-02,1.820308e+05
1.232000e+00,4.450890e-02,1.978632e+05
1.233000e+00,3.837819e-02,2.149867e+05
1.234000e+00,3.307869e-02,2.334986e+05
1.235000e+00,2.849958e-02,2.535031e+05
1.236000e+00,2.454453e-02,2.751114e+05
1.237000e+00,2.112990e-02,2.984421e+05
1.238000e+00,1.818304e-02,3.236220e+05
1.239000e+00,1.564090e-02,3.507859e+05
1.240000e+00,1.344879e-02,3.800778e+05
1.241000e+00,1.155929e-02,4.116511e+05
1.242000e+00,9.931278e-03,4.456688e+05
1.243000e+00,8.529146e-03,4.823047e+05
1.244000e+00,7.322042e-03,5.217435e+05
1.245000e+00,6.283262e-03,5.641815e+05
1.246000e+00,5.389697e-03,6.098275e+05
1.247000e+00,4.621361e-03,6.589028e+05
1.248000e+00,3.960971e-03,7.116428e+05
1.249000e+00,3.393593e-03,7.682968e+05
1.250000e+00,2.906324e-03,8.291293e+05
1.251000e+00,2.488025e-03,8.944205e+05
1.252000e+00,2.129078e-03,9.644674e+05
1.253000e+00,1.821188e-03,1.039584e+06
1.254000e+00,1.557200e-03,1.120103e+06
1.255000e+00,1.330945e-03,1.206376e+06
1.256000e+00,1.137109e-03,1.298774e+06
1.257000e+00,9.711146e-04,1.397690e+06
1.258000e+00,8.290202e-04,1.503538e+06
1.259000e+00,7.074341e-04,1.616755e+06
1.260000e+00,6.034387e-04,1.737801e+06
1.261000e+00,5.145252e-04,1.867164e+06
1.262000e+00,4.385371e-04,2.005354e+06
1.263000e+00,3.736220e-04,2.152911e+06
1.264000e+00,3.181887e-04,2.310400e+06
1.265000e+00,2.708715e-04,2.478419e+06
1.266000e+00,2.304985e-04,2.657593e+06
1.267000e+00,1.960647e-04,2.848580e+06
1.268000e+00,1.667081e-04,3.052072e+06
1.269000e+00,1.416904e-04,3.268793e+06
1.270000e+00,1.203789e-04,3.499502e+06
1.271000e+00,1.022320e-04,3.744997e+06
1.272000e+00,8.678593e-05,4.006110e+06
1.273000e+00,7.364413e-05,4.283716e+06
1.274000e+00,6.246738e-05,4.578726e+06
1.275000e+00,5.296570e-05,4.892096e+06
1.276000e+00,4.489132e-05,5.224822e+06
1.277000e+00,3.803263e-05,5.577947e+06
1.278000e+00,3.220895e-05,5.952557e+06
1.279000e+00,2.726611e-05,6.349784e+06
1.280000e+00,2.307257e-05,6.770810e+06
1.281000e+00,1.951619e-05,7.216866e+06
1.282000e+00,1.650139e-05,7.689231e+06
1.283000e+00,1.394672e-05,8.189238e+06
1.284000e+00,1.178284e-05,8.718270e+06
1.285000e+00,9.950716e-06,9.277766e+06
1.286000e+00,8.400107e-06,9.869220e+06
1.287000e+00,7.088293e-06,1.049418e+07
1.288000e+00,5.978947e-06,1.115425e+07
1.289000e+00,5.041202e-06,1.185110e+07
1.290000e+00,4.248834e-06,1.258645e+07
1.291000e+00,3.579576e-06,1.336208e+07
1.292000e+00,3.014532e-06,1.417983e+07
1.293000e+00,2.537665e-06,1.504162e+07
1.294000e+00,2.135380e-06,1.594939e+07
1.295000e+00,1.796148e-06,1.690519e+07
1.296000e+00,1.510204e-06,1.791110e+07
1.297000e+00,1.269273e-06,1.896928e+07
1.298000e+00,1.066353e-06,2.008194e+07
1.299000e+00,8.955157e-07,2.125136e+07
1.300000e+00,7.517469e-07,2.247988e+07
1.301000e+00,6.308069e-07,2.376992e+07
1.302000e+00,5.291118e-07,2.512393e+07
1.303000e+00,4.436339e-07,2.654445e+07
1.304000e+00,3.718162e-07,2.803408e+07
1.305000e+00,3.115001e-07,2.959545e+07
1.306000e+00,2.608641e-07,3.123130e+07
1.307000e+00,2.183719e-07,3.294438e+07
1.308000e+00,1.827282e-07,3.473753e+07
1.309000e+00,1.528412e-07,3.661364e+07
1.310000e+00,1.277915e-07,3.857563e+07
1.311000e+00,1.068045e-07,4.062651e+07
1.312000e+00,8.922843e-08,4.276931e+07
1.313000e+00,7.451495e-08,4.500712e+07
1.314000e+00,6.220278e-08,4.734309e+07
1.315000e+00,5.190420e-08,4.978037e+07
1.316000e+00,4.329338e-08,5.232220e+07
1.317000e+00,3.609664e-08,5.497183e+07
1.318000e+00,3.008419e-08,5.773253e+07
1.319000e+00,2.506318e-08,6.060763e+07
1.320000e+00,2.087182e-08,6.360047e+07
1.321000e+00,1.737443e-08,6.671440e+07
1.322000e+00,1.445730e-08,6.995280e+07
1.323000e+00,1.202514e-08,7.331907e+07
1.324000e+00,9.998147e-09,7.681660e+07
1.325000e+00,8.309503e-09,8.044879e+07
1.326000e+00,6.903301e-09,8.421902e+07
1.327000e+00,5.732775e-09,8.813069e+07
1.328000e+00,4.758820e-09,9.218715e+07
1.329000e+00,3.948753e-09,9.639177e+07
1.330000e+00,3.275268e-09,1.007478e+08
1.331000e+00,2.715564e-09,1.052587e+08
1.332000e+00,2.250607e-09,1.099275e+08
1.333000e+00,1.864513e-09,1.147575e+08
1.334000e+00,1.544036e-09,1.197517e+08
1.335000e+00,1.278132e-09,1.249134e+08
1.336000e+00,1.057597e-09,1.302455e+08
1.337000e+00,8.747648e-10,1.357508e+08
1.338000e+00,7.232501e-10,1.414322e+08
1.339000e+00,5.977395e-10,1.472926e+08
1.340000e+00,4.938121e-10,1.533343e+08
1.341000e+00,4.077911e-10,1.595601e+08
1.342000e+00,3.366201e-10,1.659723e+08
1.343000e+00,2.777593e-10,1.725731e+08
1.344000e+00,2.290992e-10,1.793646e+08
1.345000e+00,1.888882e-10,1.863489e+08
1.346000e+00,1.556726e-10,1.935277e+08
1.347000e+00,1.282466e-10,2.009027e+08
1.348000e+00,1.056102e-10,2.084753e+08
1.349000e+00,8.693451e-11,2.162469e+08
1.350000e+00,7.153273e-11,2.242184e+08
1.351000e+00,5.883607e-11,2.323909e+08
1.352000e+00,4.837364e-11,2.407649e+08
1.353000e+00,3.975577e-11,2.493408e+08
1.354000e+00,3.266013e-11,2.581190e+08
1.355000e+00,2.682019e-11,2.670994e+08
1.356000e+00,2.201568e-11,2.762816e+08
1.357000e+00,1.806461e-11,2.856653e+08
1.358000e+00,1.481670e-11,2.952495e+08
1.359000e+00,1.214788e-11,3.050333e+08
1.360000e+00,9.955797e-12,3.150152e+08
1.361000e+00,8.156010e-12,3.251936e+08
1.362000e+00,6.678912e-12,3.355667e+08
1.363000e+00,5.467137e-12,3.461322e+08
1.364000e+00,4.473428e-12,3.568876e+08
1.365000e+00,3.658873e-12,3.678300e+08
1.366000e+00,2.991440e-12,3.789563e+08
1.367000e+00,2.444780e-12,3.902630e+08
1.368000e+00,1.997218e-12,4.017463e+08
1.369000e+00,1.630938e-12,4.134021e+08
1.370000e+00,1.331299e-12,4.252260e+08
1.371000e+00,1.086276e-12,4.372131e+08
1.372000e+00,8.859941e-13,4.493584e+08
1.373000e+00,7.223504e-13,4.616564e+08
1.374000e+00,5.886962e-13,4.741012e+08
1.375000e+00,4.795798e-13,4.866868e+08
1.376000e+00,3.905322e-13,4.994067e+08
1.377000e+00,3.178916e-13,5.122541e+08
1.378000e+00,2.586589e-13,5.252219e+08
1.379000e+00,2.103789e-13,5.383026e+08
1.380000e+00,1.710422e-13,5.514884e+08
1.381000e+00,1.390051e-13,5.647713e+08
1.382000e+00,1.129235e-13,5.781427e+08
1.383000e+00,9.169889e-14,5.915941e+08
1.384000e+00,7.443381e-14,6.051164e+08
1.385000e+00,6.039524e-14,6.187002e+08
1.386000e+00,4.898481e-14,6.323359e+08
1.387000e+00,3.971426e-14,6.460138e+08
1.388000e+00,3.218532e-14,6.597235e+08
1.389000e+00,2.607326e-14,6.734547e+08
1.390000e+00,2.111345e-14,6.871969e+08
1.391000e+00,1.709029e-14,7.009390e+08
1.392000e+00,1.382820e-14,7.146699e+08
1.393000e+00,1.118429e-14,7.283785e+08
1.394000e+00,9.042271e-15,7.420531e+08
1.395000e+00,7.307567e-15,7.556821e+08
1.396000e+00,5.903293e-15,7.692537e+08
1.397000e+00,4.766967e-15,7.827558e+08
1.398000e+00,3.847834e-15,7.961764e+08
1.399000e+00,3.104679e-15,8.095033e+08
1.400000e+00,2.504052e-15,8.227240e+08
1.401000e+00,2.018814e-15,8.358263e+08
1.402000e+00,1.626955e-15,8.487976e+08
1.403000e+00,1.310633e-15,8.616256e+08
1.404000e+00,1.055390e-15,8.742976e+08
1.405000e+00,8.495150e-16,8.868012e+08
1.406000e+00,6.835266e-16,8.991239e+08
1.407000e+00,5.497511e-16,9.112532e+08
1.408000e+00,4.419804e-16,9.231768e+08
1.409000e+00,3.551945e-16,9.348824e+08
1.410000e+00,2.853355e-16,9.463579e+08
1.411000e+00,2.291245e-16,9.575910e+08
1.412000e+00,1.839135e-16,9.685700e+08
1.413000e+00,1.475645e-16,9.792831e+08
1.414000e+00,1.183523e-16,9.897187e+08
1.415000e+00,9.488500e-17,9.998655e+08
1.416000e+00,7.604046e-17,1.009712e+09
1.417000e+00,6.091416e-17,1.019248e+09
1.418000e+00,4.877733e-17,1.028463e+09
1.419000e+00,3.904308e-17,1.037346e+09
1.420000e+00,3.123895e-17,1.045887e+09
1.421000e+00,2.498475e-17,1.054077e+09
1.422000e+00,1.997468e-17,1.061906e+09
1.423000e+00,1.596287e-17,1.069366e+09
1.424000e+00,1.275171e-17,1.076447e+09
1.425000e+00,1.018245e-17,1.083141e+09
1.426000e+00,8.127599e-18,1.089442e+09
1.427000e+00,6.484830e-18,1.095341e+09
1.428000e+00,5.172032e-18,1.100831e+09
1.429000e+00,4.123349e-18,1.105907e+09
1.430000e+00,3.285982e-18,1.110561e+09
1.431000e+00,2.617620e-18,1.114789e+09
1.432000e+00,2.084368e-18,1.118586e+09
1.433000e+00,1.659084e-18,1.121947e+09
1.434000e+00,1.320045e-18,1.124868e+09
1.435000e+00,1.049869e-18,1.127345e+09
1.436000e+00,8.346570e-19,1.129376e+09
1.437000e+00,6.632957e-19,1.130959e+09
1.438000e+00,5.269053e-19,1.132090e+09
1.439000e+00,4.183929e-19,1.132769e+09
1.440000e+00,3.320949e-19,1.132996e+09
1.441000e+00,2.634914e-19,1.132769e+09
1.442000e+00,2.089763e-19,1.132090e+09
1.443000e+00,1.656738e-19,1.130959e+09
1.444000e+00,1.312916e-19,1.129376e+09
1.445000e+00,1.040031e-19,1.127345e+09
1.446000e+00,8.235349e-20,1.124868e+09
1.447000e+00,6.518445e-20,1.121947e+09
1.448000e+00,5.157417e-20,1.118586e+09
1.449000e+00,4.078934e-20,1.114789e+09
1.450000e+00,3.224687e-20,1.110561e+09
1.451000e+00,2.548324e-20,1.105907e+09
1.452000e+00,2.013019e-20,1.100831e+09
1.453000e+00,1.589526e-20,1.095341e+09
1.454000e+00,1.254624e-20,1.089442e+09
1.455000e+00,9.898873e-21,1.083141e+09
1.456000e+00,7.807001e-21,1.076447e+09
1.457000e+00,6.154730e-21,1.069366e+09
1.458000e+00,4.850205e-21,1.061906e+09
1.459000e+00,3.820651e-21,1.054077e+09
1.460000e+00,3.008438e-21,1.045887e+09
1.461000e+00,2.367941e-21,1.037346e+09
1.462000e+00,1.863061e-21,1.028463e+09
1.463000e+00,1.465243e-21,1.019248e+09
1.464000e+00,1.151909e-21,1.009712e+09
1.465000e+00,9.052183e-22,9.998655e+08
1.466000e+00,7.110738e-22,9.897187e+08
1.467000e+00,5.583445e-22,9.792831e+08
1.468000e+00,4.382441e-22,9.685700e+08
1.469000e+00,3.438399e-22,9.575910e+08
1.470000e+00,2.696638e-22,9.463579e+08
1.471000e+00,2.114051e-22,9.348824e+08
1.472000e+00,1.656664e-22,9.231768e+08
1.473000e+00,1.297716e-22,9.112532e+08
1.474000e+00,1.016135e-22,8.991239e+08
1.475000e+00,7.953333e-23,8.868012e+08
1.476000e+00,6.222620e-23,8.742976e+08
1.477000e+00,4.866578e-23,8.616256e+08
1.478000e+00,3.804525e-23,8.487976e+08
1.479000e+00,2.973058e-23,8.358263e+08
1.480000e+00,2.322377e-23,8.227240e+08
1.481000e+00,1.813377e-23,8.095033e+08
1.482000e+00,1.415370e-23,7.961764e+08
1.483000e+00,1.104277e-23,7.827558e+08
1.484000e+00,8.612169e-24,7.692537e+08
1.485000e+00,6.713874e-24,7.556821e+08
1.486000e+00,5.231909e-24,7.420531e+08
1.487000e+00,4.075430e-24,7.283785e+08
1.488000e+00,3.173313e-24,7.146699e+08
1.489000e+00,2.469896e-24,7.009390e+08
1.490000e+00,1.921635e-24,6.871969e+08
1.491000e+00,1.494477e-24,6.734547e+08
1.492000e+00,1.161807e-24,6.597235e+08
1.493000e+00,9.028274e-25,6.460138e+08
1.494000e+00,7.012970e-25,6.323359e+08
1.495000e+00,5.445346e-25,6.187002e+08
1.496000e+00,4.226445e-25,6.051164e+08
1.497000e+00,3.279075e-25,5.915941e+08
1.498000e+00,2.543043e-25,5.781427e+08
1.499000e+00,1.971434e-25,5.647713e+08
1.500000e+00,1.527697e-25,5.514884e+08
1.501000e+00,1.183364e-25,5.383026e+08
1.502000e+00,9.162750e-26,5.252219e+08
1.503000e+00,7.091851e-26,5.122541e+08
1.504000e+00,5.486806e-26,4.994067e+08
1.505000e+00,4.243322e-26,4.866868e+08
1.506000e+00,3.280338e-26,4.741012e+08
1.507000e+00,2.534880e-26,4.616564e+08
1.508000e+00,1.958045e-26,4.493584e+08
1.509000e+00,1.511869e-26,4.372131e+08
1.510000e+00,1.166895e-26,4.252260e+08
1.511000e+00,9.002762e-27,4.134021e+08
1.512000e+00,6.942982e-27,4.017463e+08
1.513000e+00,5.352327e-27,3.902630e+08
1.514000e+00,4.124445e-27,3.789563e+08
1.515000e+00,3.176981e-27,3.678300e+08
1.516000e+00,2.446189e-27,3.568876e+08
1.517000e+00,1.882746e-27,3.461322e+08
1.518000e+00,1.448504e-27,3.355667e+08
1.519000e+00,1.113971e-27,3.251936e+08
1.520000e+00,8.563565e-28,3.150152e+08
1.521000e+00,6.580538e-28,3.050333e+08
1.522000e+00,5.054690e-28,2.952495e+08
1.523000e+00,3.881092e-28,2.856653e+08
1.524000e+00,2.978788e-28,2.762816e+08
1.525000e+00,2.285344e-28,2.670994e+08
1.526000e+00,1.752628e-28,2.581190e+08
1.527000e+00,1.343552e-28,2.493408e+08
1.528000e+00,1.029545e-28,2.407649e+08
1.529000e+00,7.886099e-29,2.323909e+08
1.530000e+00,6.038174e-29,2.242184e+08
1.531000e+00,4.621418e-29,2.162469e+08
1.532000e+00,3.535666e-29,2.084753e+08
1.533000e+00,2.703917e-29,2.009027e+08
1.534000e+00,2.067007e-29,1.935277e+08
1.535000e+00,1.579489e-29,1.863489e+08
1.536000e+00,1.206473e-29,1.793646e+08
1.537000e+00,9.211813e-30,1.725731e+08
1.538000e+00,7.030703e-30,1.659723e+08
1.539000e+00,5.363875e-30,1.595601e+08
1.540000e+00,4.090580e-30,1.533343e+08
1.541000e+00,3.118296e-30,1.472926e+08
1.542000e+00,2.376162e-30,1.414322e+08
1.543000e+00,1.809927e-30,1.357508e+08
1.544000e+00,1.378074e-30,1.302455e+08
1.545000e+00,1.048842e-30,1.249134e+08
1.546000e+00,7.979469e-31,1.197517e+08
1.547000e+00,6.068259e-31,1.147575e+08
1.548000e+00,4.612970e-31,1.099275e+08
1.549000e+00,3.505285e-31,1.052587e+08
1.550000e+00,2.662517e-31,1.007478e+08
1.551000e+00,2.021565e-31,9.639177e+07
1.552000e+00,1.534296e-31,9.218715e+07
1.553000e+00,1.164011e-31,8.813069e+07
1.554000e+00,8.827368e-32,8.421902e+07
1.555000e+00,6.691626e-32,8.044879e+07
1.556000e+00,5.070589e-32,7.681660e+07
1.557000e+00,3.840709e-32,7.331907e+07
1.558000e+00,2.907975e-32,6.995280e+07
1.559000e+00,2.200879e-32,6.671440e+07
1.560000e+00,1.665053e-32,6.360047e+07
1.561000e+00,1.259175e-32,6.060763e+07
1.562000e+00,9.518545e-33,5.773253e+07
1.563000e+00,7.192523e-33,5.497183e+07
1.564000e+00,5.432731e-33,5.232220e+07
1.565000e+00,4.101866e-33,4.978037e+07
1.566000e+00,3.095787e-33,4.734309e+07
1.567000e+00,2.335537e-33,4.500712e+07
1.568000e+00,1.761282e-33,4.276931e+07
1.569000e+00,1.327692e-33,4.062651e+07
1.570000e+00,1.000442e-33,3.857563e+07
1.571000e+00,7.535514e-34,3.661364e+07
1.572000e+00,5.673618e-34,3.473753e+07
1.573000e+00,4.270057e-34,3.294438e+07
1.574000e+00,3.212428e-34,3.123130e+07
1.575000e+00,2.415792e-34,2.959545e+07
1.576000e+00,1.815983e-34,2.803408e+07
1.577000e+00,1.364553e-34,2.654445e+07
1.578000e+00,1.024933e-34,2.512393e+07
1.579000e+00,7.695319e-35,2.376992e+07
1.580000e+00,5.775427e-35,2.247988e+07
1.581000e+00,4.332792e-35,2.125136e+07
1.582000e+00,3.249211e-35,2.008194e+07
1.583000e+00,2.435646e-35,1.896928e+07
1.584000e+00,1.825059e-35,1.791110e+07
1.585000e+00,1.366991e-35,1.690519e+07
1.586000e+00,1.023484e-35,1.594939e+07
1.587000e+00,7.659887e-36,1.504162e+07
1.588000e+00,5.730468e-36,1.417983e+07
1.589000e+00,4.285329e-36,1.336208e+07
1.590000e+00,3.203350e-36,1.258645e+07
1.591000e+00,2.393597e-36,1.185110e+07
1.592000e+00,1.787820e-36,1.115425e+07
1.593000e+00,1.334821e-36,1.049418e+07
1.594000e+00,9.962045e-37,9.869220e+06
1.595000e+00,7.431906e-37,9.277766e+06
1.596000e+00,5.542149e-37,8.718270e+06
1.597000e+00,4.131260e-37,8.189238e+06
1.598000e+00,3.078315e-37,7.689231e+06
1.599000e+00,2.292820e-37,7.216866e+06
1.600000e+00,1.707077e-37,6.770810e+06
1.601000e+00,1.270464e-37,6.349784e+06
1.602000e+00,9.451443e-38,5.952557e+06
1.603000e+00,7.028459e-38,5.577947e+06
1.604000e+00,5.224544e-38,5.224822e+06
1.605000e+00,3.882066e-38,4.892096e+06
1.606000e+00,2.883392e-38,4.578726e+06
1.607000e+00,2.140774e-38,4.283716e+06
1.608000e+00,1.588782e-38,4.006110e+06
1.609000e+00,1.178647e-38,3.744997e+06
1.610000e+00,8.740370e-39,3.499502e+06
1.611000e+00,6.478912e-39,3.268793e+06
1.612000e+00,4.800656e-39,3.052072e+06
1.613000e+00,3.555702e-39,2.848580e+06
1.614000e+00,2.632549e-39,2.657593e+06
1.615000e+00,1.948291e-39,2.478419e+06
1.616000e+00,1.441310e-39,2.310400e+06
1.617000e+00,1.065829e-39,2.152911e+06
1.618000e+00,7.878501e-40,2.005354e+06
1.619000e+00,5.821382e-40,1.867164e+06
1.620000e+00,4.299667e-40,1.737801e+06
1.621000e+00,3.174460e-40,1.616755e+06
1.622000e+00,2.342779e-40,1.503538e+06
1.623000e+00,1.728299e-40,1.397690e+06
1.624000e+00,1.274479e-40,1.298774e+06
1.625000e+00,9.394484e-41,1.206376e+06
1.626000e+00,6.922125e-41,1.120103e+06
1.627000e+00,5.098379e-41,1.039584e+06
1.628000e+00,3.753628e-41,9.644674e+05
1.629000e+00,2.762463e-41,8.944205e+05
1.630000e+00,2.032208e-41,8.291293e+05
1.631000e+00,1.494397e-41,7.682968e+05
1.632000e+00,1.098475e-41,7.116428e+05
1.633000e+00,8.071246e-42,6.589028e+05
1.634000e+00,5.928124e-42,6.098275e+05
1.635000e+00,4.352315e-42,5.641815e+05
1.636000e+00,3.194108e-42,5.217435e+05
1.637000e+00,2.343177e-42,4.823047e+05
1.638000e+00,1.718253e-42,4.456688e+05
1.639000e+00,1.259491e-42,4.116511e+05
1.640000e+00,9.228467e-43,3.800778e+05
1.641000e+00,6.759121e-43,3.507859e+05
1.642000e+00,4.948542e-43,3.236220e+05
1.643000e+00,3.621517e-43,2.984421e+05
1.644000e+00,2.649293e-43,2.751114e+05
1.645000e+00,1.937295e-43,2.535031e+05
1.646000e+00,1.416081e-43,2.334986e+05
1.647000e+00,1.034681e-43,2.149867e+05
1.648000e+00,7.557028e-44,1.978632e+05
1.649000e+00,5.517242e-44,1.820308e+05
1.650000e+00,4.026422e-44,1.673983e+05
1.651000e+00,2.937262e-44,1.538805e+05
1.652000e+00,2.141867e-44,1.413976e+05
1.653000e+00,1.561236e-44,1.298755e+05
1.654000e+00,1.137551e-44,1.192445e+05
1.655000e+00,8.285136e-45,1.094400e+05
1.656000e+00,6.031906e-45,1.004014e+05
1.657000e+00,4.389710e-45,9.207248e+04
1.658000e+00,3.193326e-45,8.440073e+04
1.659000e+00,2.322079e-45,7.733728e+04
1.660000e+00,1.687863e-45,7.083662e+04
1.661000e+00,1.226376e-45,6.485643e+04
1.662000e+00,8.907095e-46,5.935736e+04
1.663000e+00,6.466585e-46,5.430282e+04
1.664000e+00,4.692888e-46,4.965882e+04
1.665000e+00,3.404330e-46,4.539382e+04
1.666000e+00,2.468593e-46,4.147854e+04
1.667000e+00,1.789342e-46,3.788579e+04
1.668000e+00,1.296474e-46,3.459040e+04
1.669000e+00,9.389887e-47,3.156901e+04
1.670000e+00,6.798033e-47,2.880002e+04
1.671000e+00,4.919630e-47,2.626339e+04
1.672000e+00,3.558835e-47,2.394061e+04
1.673000e+00,2.573414e-47,2.181453e+04
1.674000e+00,1.860106e-47,1.986930e+04
1.675000e+00,1.343977e-47,1.809030e+04
1.676000e+00,9.706720e-48,1.646400e+04
1.677000e+00,7.007762e-48,1.497790e+04
1.678000e+00,5.057227e-48,1.362050e+04
1.679000e+00,3.648143e-48,1.238116e+04
1.680000e+00,2.630617e-48,1.125009e+04
1.681000e+00,1.896136e-48,1.021826e+04
1.682000e+00,1.366180e-48,9.277351e+03
1.683000e+00,9.839486e-49,8.419716e+03
1.684000e+00,7.083750e-49,7.638308e+03
1.685000e+00,5.097771e-49,6.926649e+03
1.686000e+00,3.667109e-49,6.278782e+03
1.687000e+00,2.636899e-49,5.689237e+03
1.688000e+00,1.895350e-49,5.152985e+03
1.689000e+00,1.361795e-49,4.665412e+03
1.690000e+00,9.780480e-50,4.222283e+03
1.691000e+00,7.021582e-50,3.819716e+03
1.692000e+00,5.038904e-50,3.454149e+03
1.693000e+00,3.614627e-50,3.122319e+03
1.694000e+00,2.591893e-50,2.821239e+03
1.695000e+00,1.857792e-50,2.548172e+03
1.696000e+00,1.331077e-50,2.300614e+03
1.697000e+00,9.533135e-51,2.076276e+03
1.698000e+00,6.824873e-51,1.873065e+03
1.699000e+00,4.884045e-51,1.689067e+03
1.700000e+00,3.493743e-51,1.522534e+03
1.701000e+00,2.498208e-51,1.371872e+03
1.702000e+00,1.785634e-51,1.235624e+03
1.703000e+00,1.275800e-51,1.112463e+03
1.704000e+00,9.111695e-52,1.001177e+03
1.705000e+00,6.504920e-52,9.006632e+02
1.706000e+00,4.642062e-52,8.099167e+02
1.707000e+00,3.311359e-52,7.280221e+02
1.708000e+00,2.361174e-52,6.541465e+02
1.709000e+00,1.682968e-52,5.875324e+02
1.710000e+00,1.199085e-52,5.274908e+02
1.711000e+00,8.539854e-53,4.733956e+02
1.712000e+00,6.079630e-53,4.246781e+02
1.713000e+00,4.326435e-53,3.808217e+02
1.714000e+00,3.077581e-53,3.413579e+02
1.715000e+00,2.188341e-53,3.058612e+02
1.716000e+00,1.555417e-53,2.739461e+02
1.717000e+00,1.105109e-53,2.452631e+02
1.718000e+00,7.848551e-54,2.194954e+02
1.719000e+00,5.571860e-54,1.963564e+02
1.720000e+00,3.954005e-54,1.755864e+02
1.721000e+00,2.804791e-54,1.569506e+02
1.722000e+00,1.988795e-54,1.402367e+02
1.723000e+00,1.409632e-54,1.252525e+02
1.724000e+00,9.987298e-55,1.118246e+02
1.725000e+00,7.073207e-55,9.979632e+01
1.726000e+00,5.007386e-55,8.902626e+01
1.727000e+00,3.543497e-55,7.938674e+01
1.728000e+00,2.506567e-55,7.076265e+01
1.729000e+00,1.772364e-55,6.305021e+01
1.730000e+00,1.252716e-55,5.615588e+01
1.731000e+00,8.850723e-56,4.999542e+01
1.732000e+00,6.250735e-56,4.449298e+01
1.733000e+00,4.412755e-56,3.958029e+01
1.734000e+00,3.113972e-56,3.519596e+01
1.735000e+00,2.196575e-56,3.128477e+01
