Energy_MeV,Flux
1.409654e+01,2.469946e+03
1.410462e+01,2.416599e+03
1.411270e+01,2.364343e+03
1.412078e+01,2.313202e+03
1.412886e+01,2.263198e+03
1.413694e+01,2.214354e+03
1.414501e+01,2.166694e+03
1.415309e+01,2.120239e+03
1.416117e+01,2.075012e+03
1.416925e+01,2.031038e+03
1.417733e+01,1.988337e+03
1.418540e+01,1.946934e+03
1.419348e+01,1.906649e+03
1.420156e+01,1.866761e+03
1.420964e+01,1.827216e+03
1.421772e+01,1.788028e+03
1.422580e+01,1.749213e+03
1.423387e+01,1.710786e+03
1.424195e+01,1.672763e+03
1.425003e+01,1.635160e+03
1.425811e+01,1.597991e+03
1.426619e+01,1.561272e+03
1.427427e+01,1.525019e+03
1.428234e+01,1.489246e+03
1.429042e+01,1.453970e+03
1.429850e+01,1.419205e+03
1.430658e+01,1.384968e+03
1.431466e+01,1.351272e+03
1.432273e+01,1.318135e+03
1.433081e+01,1.285571e+03
1.433889e+01,1.253595e+03
1.434697e+01,1.222223e+03
1.435505e+01,1.191471e+03
1.436313e+01,1.161353e+03
1.437120e+01,1.131886e+03
1.437928e+01,1.103084e+03
1.438736e+01,1.074964e+03
1.439544e+01,1.047539e+03
1.440352e+01,1.020826e+03
1.441160e+01,9.948409e+02
1.441967e+01,9.695979e+02
1.442775e+01,9.451129e+02
1.443583e+01,9.214012e+02
1.444391e+01,8.984782e+02
1.445199e+01,8.763593e+02
1.446007e+01,8.550600e+02
1.446814e+01,8.345956e+02
1.447622e+01,8.149815e+02
1.448430e+01,7.962331e+02
1.449238e+01,7.783658e+02
1.450046e+01,7.613950e+02
1.450853e+01,7.451230e+02
1.451661e+01,7.291422e+02
1.452469e+01,7.134395e+02
1.453277e+01,6.980124e+02
1.454085e+01,6.828584e+02
1.454893e+01,6.679750e+02
1.455700e+01,6.533597e+02
1.456508e+01,6.390100e+02
1.457316e+01,6.249233e+02
1.458124e+01,6.110971e+02
1.458932e+01,5.975290e+02
1.459740e+01,5.842163e+02
1.460547e+01,5.711566e+02
1.461355e+01,5.583473e+02
1.462163e+01,5.457860e+02
1.462971e+01,5.334701e+02
1.463779e+01,5.213971e+02
1.464586e+01,5.095645e+02
1.465394e+01,4.979697e+02
1.466202e+01,4.866103e+02
1.467010e+01,4.754838e+02
1.467818e+01,4.645875e+02
1.468626e+01,4.539190e+02
1.469433e+01,4.434759e+02
1.470241e+01,4.332554e+02
1.471049e+01,4.232553e+02
1.471857e+01,4.134728e+02
1.472665e+01,4.039056e+02
1.473473e+01,3.945510e+02
1.474280e+01,3.854066e+02
1.475088e+01,3.764699e+02
1.475896e+01,3.677383e+02
1.476704e+01,3.592093e+02
1.477512e+01,3.508804e+02
1.478319e+01,3.427492e+02
1.479127e+01,3.348129e+02
1.479935e+01,3.270693e+02
1.480743e+01,3.195156e+02
1.481551e+01,3.121495e+02
1.482359e+01,3.049684e+02
1.483166e+01,2.979697e+02
1.483974e+01,2.911510e+02
1.484782e+01,2.845070e+02
1.485590e+01,2.779857e+02
1.486398e+01,2.715674e+02
1.487206e+01,2.652509e+02
1.488013e+01,2.590351e+02
1.488821e+01,2.529189e+02
1.489629e+01,2.469012e+02
1.490437e+01,2.409807e+02
1.491245e+01,2.351564e+02
1.492053e+01,2.294271e+02
1.492860e+01,2.237916e+02
1.493668e+01,2.182490e+02
1.494476e+01,2.127979e+02
1.495284e+01,2.074374e+02
1.496092e+01,2.021661e+02
1.496899e+01,1.969831e+02
1.497707e+01,1.918871e+02
1.498515e+01,1.868771e+02
1.499323e+01,1.819518e+02
1.500131e+01,1.771103e+02
1.500939e+01,1.723512e+02
1.501746e+01,1.676735e+02
1.502554e+01,1.630761e+02
1.503362e+01,1.585578e+02
1.504170e+01,1.541174e+02
1.504978e+01,1.497539e+02
1.505786e+01,1.454661e+02
1.506593e+01,1.412529e+02
1.507401e+01,1.371131e+02
1.508209e+01,1.330456e+02
1.509017e+01,1.290492e+02
1.509825e+01,1.251229e+02
1.510632e+01,1.212654e+02
1.511440e+01,1.174757e+02
1.512248e+01,1.137526e+02
1.513056e+01,1.100950e+02
1.513864e+01,1.065017e+02
1.514672e+01,1.029716e+02
1.515479e+01,9.950361e+01
1.516287e+01,9.609652e+01
1.517095e+01,9.274922e+01
1.517903e+01,8.946058e+01
1.518711e+01,8.622945e+01
1.519519e+01,8.305471e+01
1.520326e+01,7.991827e+01
1.521134e+01,7.678499e+01
1.521942e+01,7.366319e+01
1.522750e+01,7.056293e+01
1.523558e+01,6.749428e+01
1.524366e+01,6.446732e+01
1.525173e+01,6.149212e+01
1.525981e+01,5.857875e+01
1.526789e+01,5.573728e+01
1.527597e+01,5.297779e+01
1.528405e+01,5.031033e+01
1.529212e+01,4.774500e+01
1.530020e+01,4.529185e+01
1.530828e+01,4.296097e+01
1.531636e+01,4.076241e+01
1.532444e+01,3.870625e+01
1.533252e+01,3.680257e+01
1.534059e+01,3.506144e+01
1.534867e+01,3.349292e+01
1.535675e+01,3.210709e+01
1.536483e+01,3.091235e+01
1.537291e+01,2.981764e+01
1.538099e+01,2.876537e+01
1.538906e+01,2.775413e+01
1.539714e+01,2.678248e+01
1.540522e+01,2.584898e+01
1.541330e+01,2.495223e+01
1.542138e+01,2.409077e+01
1.542945e+01,2.326320e+01
1.543753e+01,2.246807e+01
1.544561e+01,2.170396e+01
1.545369e+01,2.096944e+01
1.546177e+01,2.026309e+01
1.546985e+01,1.958346e+01
1.547792e+01,1.892915e+01
1.548600e+01,1.829871e+01
1.549408e+01,1.769072e+01
1.550216e+01,1.710375e+01
1.551024e+01,1.653637e+01
1.551832e+01,1.598716e+01
1.552639e+01,1.545468e+01
1.553447e+01,1.493750e+01
1.554255e+01,1.443421e+01
1.555063e+01,1.394336e+01
1.555871e+01,1.346353e+01
1.556679e+01,1.299330e+01
1.557486e+01,1.253123e+01
1.558294e+01,1.207592e+01
1.559102e+01,1.162690e+01
1.559910e+01,1.118459e+01
1.560718e+01,1.074942e+01
1.561525e+01,1.032180e+01
1.562333e+01,9.902157e+00
1.563141e+01,9.490905e+00
1.563949e+01,9.088465e+00
1.564757e+01,8.695255e+00
1.565565e+01,8.311694e+00
1.566372e+01,7.938202e+00
1.567180e+01,7.575198e+00
1.567988e+01,7.223100e+00
1.568796e+01,6.882328e+00
1.569604e+01,6.553301e+00
1.570412e+01,6.236438e+00
1.571219e+01,5.932158e+00
1.572027e+01,5.640879e+00
1.572835e+01,5.363022e+00
1.573643e+01,5.099004e+00
1.574451e+01,4.849246e+00
1.575258e+01,4.614166e+00
1.576066e+01,4.394183e+00
1.576874e+01,4.189716e+00
1.577682e+01,4.001135e+00
1.578490e+01,3.822589e+00
1.579298e+01,3.649857e+00
1.580105e+01,3.482955e+00
1.580913e+01,3.321898e+00
1.581721e+01,3.166701e+00
1.582529e+01,3.017379e+00
1.583337e+01,2.873949e+00
1.584145e+01,2.736424e+00
1.584952e+01,2.604822e+00
1.585760e+01,2.479156e+00
1.586568e+01,2.359442e+00
1.587376e+01,2.245695e+00
1.588184e+01,2.137931e+00
1.588992e+01,2.036165e+00
1.589799e+01,1.940412e+00
1.590607e+01,1.850688e+00
1.591415e+01,1.767008e+00
1.592223e+01,1.689387e+00
1.593031e+01,1.617118e+00
1.593838e+01,1.548455e+00
1.594646e+01,1.483114e+00
1.595454e+01,1.420872e+00
1.596262e+01,1.361507e+00
1.597070e+01,1.304794e+00
1.597878e+01,1.250511e+00
1.598685e+01,1.198434e+00
1.599493e+01,1.148341e+00
1.600301e+01,1.100007e+00
1.601109e+01,1.053211e+00
1.601917e+01,1.007729e+00
1.602725e+01,9.633371e-01
1.603532e+01,9.198128e-01
1.604340e+01,8.769329e-01
1.605148e+01,8.344741e-01
1.605956e+01,7.922134e-01
1.606764e+01,7.499274e-01
1.607571e+01,7.073931e-01
1.608379e+01,6.643873e-01
1.609187e+01,6.206868e-01
1.609995e+01,5.761089e-01
1.610803e+01,5.320576e-01
1.611611e+01,4.891813e-01
1.612418e+01,4.472903e-01
1.613226e+01,4.061948e-01
1.614034e+01,3.657051e-01
1.614842e+01,3.256315e-01
